"id","sex","education","income","internet","e_reader","number_of_books"
203056,"female","Post-graduate training","$100,000 - $150,000","Yes","No","20"
203059,"male","College graduate","$75,000 - $100,000","Yes","Yes","60"
203060,"female","Some college","Refused","Yes","No","4"
203065,"female","High school graduate","$50,000 - $75,000","No","No","0"
203066,"female","High school graduate","< $10,000","No","No","18"
203070,"female","Technical school","$30,000 - $40,000","Yes","No","0"
203076,"female","Some high school","$10,000 - $20,000","Yes","Yes","4"
203077,"male","Technical school","$30,000 - $40,000","Yes","No","1"
203078,"male","High school graduate","$50,000 - $75,000","Yes","No","7"
203082,"male","Some college","$30,000 - $40,000","Yes","No","0"
203088,"female","Some college","$30,000 - $40,000","Yes","Yes","5"
203089,"male","College graduate","$75,000 - $100,000","Yes","No","0"
203090,"female","Some college","$30,000 - $40,000","Yes","No","0"
203103,"female","Some high school","< $10,000","No","No","1"
203104,"male","College graduate","$20,000 - $30,000","Yes","No","30"
203107,"male","Some college","$50,000 - $75,000","Yes","No","0"
203112,"female","Some college","< $10,000","Yes","No","70"
203116,"male","High school graduate","$100,000 - $150,000","Yes","No","1"
203125,"male","College graduate","$100,000 - $150,000","Yes","No","1"
203131,"male","Some high school","< $10,000","Yes","No","0"
203134,"male","Some high school","$10,000 - $20,000","No","No","0"
203137,"female","Some high school","Don't know","Yes","No","1"
203139,"male","Refused","Refused","Yes","No","0"
203141,"female","College graduate","$100,000 - $150,000","Yes","No","12"
203148,"male","Post-graduate training","Refused","Yes","Yes","12"
203158,"female","College graduate","$150,000 +","Yes","No","97 or more"
203166,"male","High school graduate","$100,000 - $150,000","Yes","No","4"
203167,"male","Technical school","Refused","Yes","No","12"
203168,"female","Some college","$20,000 - $30,000","Yes","No","3"
203171,"female","Some college","$20,000 - $30,000","Yes","No","15"
203178,"male","Some college","$20,000 - $30,000","No","No","0"
203179,"female","Post-graduate training","< $10,000","Yes","Yes","4"
203180,"female","College graduate","$50,000 - $75,000","Yes","Yes","10"
203181,"female","High school graduate","$20,000 - $30,000","Yes","No","3"
203184,"male","High school graduate","$30,000 - $40,000","Yes","No","5"
203190,"male","Post-graduate training","$150,000 +","Yes","No","10"
203204,"male","Some college","$20,000 - $30,000","No","No","1"
203208,"male","High school graduate","$20,000 - $30,000","No","Yes","24"
203211,"male","Some high school","$40,000 - $50,000","Yes","No","97 or more"
203218,"male","High school graduate","$100,000 - $150,000","Yes","No","0"
203223,"male","High school graduate","$75,000 - $100,000","Yes","No","Don't Know"
203229,"male","High school graduate","$50,000 - $75,000","Yes","No","8"
203237,"male","Some college","$100,000 - $150,000","Yes","No","6"
203243,"male","Post-graduate training","$100,000 - $150,000","Yes","No","25"
203245,"male","College graduate","$50,000 - $75,000","Yes","No","1"
203251,"male","Some high school","Don't know","No","No","4"
203253,"male","Some college","$75,000 - $100,000","Yes","No","4"
203265,"male","High school graduate","$10,000 - $20,000","Yes","No","1"
203271,"male","Some college","$50,000 - $75,000","Yes","No","10"
203283,"male","College graduate","$30,000 - $40,000","No","No","15"
203284,"female","Post-graduate training","$75,000 - $100,000","Yes","No","12"
203286,"male","Some college","$20,000 - $30,000","Yes","No","10"
203301,"female","College graduate","$20,000 - $30,000","Yes","No","50"
203310,"male","Post-graduate training","$30,000 - $40,000","Yes","No","8"
203313,"female","Some college","< $10,000","Yes","No","10"
203316,"female","Post-graduate training","Refused","Yes","Yes","7"
203319,"female","Some high school","$10,000 - $20,000","No","No","1"
203326,"female","Post-graduate training","$100,000 - $150,000","No","No","1"
203327,"male","8th grade or less","Don't know","No","No","5"
203328,"female","Post-graduate training","$150,000 +","Yes","No","67"
203331,"male","High school graduate","$30,000 - $40,000","Yes","No","20"
203336,"male","Some high school","$20,000 - $30,000","Yes","No","3"
203339,"male","High school graduate","$50,000 - $75,000","Yes","No","6"
203340,"male","Some high school","$40,000 - $50,000","Yes","Yes","40"
203343,"female","High school graduate","$20,000 - $30,000","Yes","No","12"
203347,"female","Some high school","< $10,000","No","No","0"
203348,"female","College graduate","Refused","Yes","No","20"
203351,"male","Some college","$75,000 - $100,000","Yes","No","10"
203361,"male","High school graduate","< $10,000","No","No","0"
203362,"female","High school graduate","$30,000 - $40,000","Yes","No","5"
203363,"male","Some college","$100,000 - $150,000","Yes","No","0"
203366,"male","Technical school","$100,000 - $150,000","Yes","No","3"
203368,"male","Post-graduate training","$100,000 - $150,000","Yes","No","15"
203369,"male","High school graduate","$30,000 - $40,000","No","No","4"
203370,"male","College graduate","$50,000 - $75,000","Yes","No","42"
203374,"female","Some college","Refused","Yes","No","0"
203376,"female","Some high school","$100,000 - $150,000","Yes","No","12"
203389,"female","High school graduate","$75,000 - $100,000","Yes","Yes","10"
203392,"female","Some college","Don't know","Yes","No","10"
203397,"male","Post-graduate training","$150,000 +","Yes","No","5"
203398,"female","Post-graduate training","$100,000 - $150,000","Yes","No","20"
203400,"female","Some college","< $10,000","No","No","6"
203408,"female","Post-graduate training","Refused","Yes","No","52"
203415,"female","Post-graduate training","$40,000 - $50,000","Yes","No","5"
203416,"male","Post-graduate training","$150,000 +","Yes","Yes","6"
203419,"male","High school graduate","$30,000 - $40,000","Yes","No","12"
203420,"male","Technical school","$75,000 - $100,000","Yes","No","2"
203424,"male","8th grade or less","$10,000 - $20,000","No","No","0"
203427,"female","Post-graduate training","$100,000 - $150,000","Yes","No","2"
203428,"female","High school graduate","Don't know","Yes","No","30"
203429,"female","College graduate","$10,000 - $20,000","Yes","No","5"
203430,"female","College graduate","$50,000 - $75,000","Yes","No","10"
203437,"male","High school graduate","$150,000 +","Yes","No","1"
203439,"male","Some high school","< $10,000","No","No","6"
203444,"female","Technical school","$100,000 - $150,000","Yes","No","15"
203446,"male","High school graduate","< $10,000","No","No","0"
203449,"male","Some college","$50,000 - $75,000","Yes","No","8"
203456,"female","College graduate","$20,000 - $30,000","Yes","No","97 or more"
203457,"female","Technical school","Refused","Yes","No","Don't Know"
203458,"female","Some college","< $10,000","Yes","No","5"
203459,"male","Some college","$40,000 - $50,000","Yes","Yes","15"
203465,"female","Technical school","$20,000 - $30,000","Yes","No","10"
203466,"male","College graduate","$50,000 - $75,000","Yes","No","20"
203471,"male","Post-graduate training","$100,000 - $150,000","Yes","Yes","7"
203473,"male","Some college","$30,000 - $40,000","Yes","No","2"
203477,"male","Some college","$50,000 - $75,000","Yes","No","0"
203478,"female","Post-graduate training","Refused","Yes","No","4"
203493,"female","College graduate","$100,000 - $150,000","Yes","No","25"
203494,"male","High school graduate","Refused","No","No","15"
203495,"male","Post-graduate training","$20,000 - $30,000","Yes","No","2"
203497,"female","8th grade or less","< $10,000","No","No","30"
203499,"male","Some college","$10,000 - $20,000","Yes","No","0"
203511,"male","Some college","$50,000 - $75,000","Yes","No","2"
203514,"male","High school graduate","$20,000 - $30,000","Yes","No","15"
203515,"female","Some high school","$10,000 - $20,000","No","No","0"
203516,"female","Post-graduate training","$75,000 - $100,000","Yes","No","40"
203524,"male","College graduate","$10,000 - $20,000","Yes","No","2"
203525,"male","High school graduate","Refused","Yes","No","0"
203535,"male","Some high school","Don't know","Yes","No","2"
203558,"male","8th grade or less","Refused","No","No","0"
203559,"female","8th grade or less","< $10,000","Yes","No","4"
203561,"female","Some college","$75,000 - $100,000","Yes","Yes","6"
203565,"female","High school graduate","Don't know","Yes","No","19"
203568,"female","High school graduate","< $10,000","No","No","0"
203572,"male","Some high school","$50,000 - $75,000","Yes","No","3"
203574,"female","Some college","$40,000 - $50,000","Yes","Yes","12"
203577,"female","Post-graduate training","Don't know","No","No","20"
203580,"female","Post-graduate training","$50,000 - $75,000","Yes","Yes","4"
203581,"male","Some college","Don't know","No","No","0"
203584,"male","Some college","$40,000 - $50,000","Yes","No","97 or more"
203586,"female","High school graduate","< $10,000","Yes","No","20"
203589,"male","Post-graduate training","$100,000 - $150,000","Yes","No","5"
203590,"female","College graduate","$20,000 - $30,000","Yes","No","5"
203596,"male","High school graduate","$50,000 - $75,000","Yes","No","4"
203599,"female","High school graduate","$30,000 - $40,000","Yes","No","25"
203601,"female","Some college","Refused","Yes","No","25"
203604,"male","Some high school","$75,000 - $100,000","No","No","0"
203605,"male","Post-graduate training","Refused","Yes","No","6"
203608,"male","High school graduate","$30,000 - $40,000","Yes","No","6"
203610,"female","Post-graduate training","$100,000 - $150,000","Yes","No","10"
203614,"male","Some college","$75,000 - $100,000","Yes","No","10"
203616,"female","Some high school","$20,000 - $30,000","Yes","No","10"
203618,"female","High school graduate","< $10,000","No","No","0"
203625,"female","Some college","Refused","Yes","No","3"
203626,"male","High school graduate","$40,000 - $50,000","Yes","No","0"
203628,"male","Some college","$20,000 - $30,000","Yes","No","3"
203630,"female","Some college","Don't know","No","No","Don't Know"
203632,"female","Post-graduate training","$150,000 +","Yes","No","20"
203633,"female","Post-graduate training","$75,000 - $100,000","Yes","Yes","4"
203635,"female","Some high school","$30,000 - $40,000","Yes","No","15"
203642,"male","High school graduate","< $10,000","No","No","Don't Know"
203643,"female","High school graduate","Refused","Yes","No","10"
203648,"male","8th grade or less","$10,000 - $20,000","No","No","0"
203649,"female","High school graduate","Refused","Yes","No","1"
203653,"female","College graduate","Refused","Yes","Yes","30"
203654,"female","Some college","Refused","Yes","No","0"
203656,"female","Some college","$30,000 - $40,000","Yes","Yes","2"
203657,"male","Some college","$30,000 - $40,000","Yes","No","4"
203658,"male","Some college","$30,000 - $40,000","Yes","No","20"
203660,"female","College graduate","$30,000 - $40,000","Yes","No","18"
203661,"female","High school graduate","Refused","Yes","No","20"
203665,"female","High school graduate","Don't know","No","No","0"
203667,"male","Some college","$50,000 - $75,000","Yes","No","24"
203671,"male","High school graduate","$40,000 - $50,000","Yes","No","12"
203676,"male","Post-graduate training","$75,000 - $100,000","Yes","No","35"
203677,"female","High school graduate","Don't know","Yes","No","Refused"
203678,"male","High school graduate","$30,000 - $40,000","No","No","5"
203686,"male","High school graduate","Don't know","Yes","No","3"
203696,"female","Some high school","$40,000 - $50,000","Yes","Yes","2"
203698,"male","Some college","$20,000 - $30,000","Yes","No","4"
203699,"male","Some college","$50,000 - $75,000","Yes","No","Refused"
203713,"male","High school graduate","$10,000 - $20,000","Yes","No","6"
203715,"male","Some college","$10,000 - $20,000","Yes","No","12"
203716,"male","College graduate","$150,000 +","Yes","Yes","9"
203718,"male","High school graduate","$30,000 - $40,000","No","No","43"
203731,"female","College graduate","$10,000 - $20,000","No","No","50"
203736,"female","Post-graduate training","$50,000 - $75,000","Yes","Yes","30"
203739,"male","Some college","Refused","Yes","Yes","5"
203741,"female","Some college","$75,000 - $100,000","Yes","No","0"
203743,"male","Post-graduate training","$75,000 - $100,000","Yes","No","30"
203749,"female","8th grade or less","Don't know","No","No","0"
203750,"female","High school graduate","$30,000 - $40,000","Yes","No","4"
203772,"female","Some college","$30,000 - $40,000","Yes","No","2"
203788,"male","Some college","< $10,000","Yes","No","25"
203800,"male","High school graduate","$40,000 - $50,000","Yes","No","0"
203804,"male","High school graduate","Refused","Yes","No","5"
203805,"male","Some college","$40,000 - $50,000","Yes","No","5"
203806,"male","High school graduate","$100,000 - $150,000","Yes","No","0"
203807,"male","Some college","$30,000 - $40,000","Yes","No","0"
203808,"male","High school graduate","$10,000 - $20,000","No","No","3"
203809,"female","High school graduate","$50,000 - $75,000","Yes","No","10"
203815,"female","High school graduate","< $10,000","No","No","5"
203819,"female","Some college","$10,000 - $20,000","Yes","No","5"
203821,"male","Post-graduate training","$100,000 - $150,000","Yes","No","2"
203824,"female","Some college","$30,000 - $40,000","Yes","No","20"
203827,"female","Some college","$75,000 - $100,000","Yes","No","24"
203832,"male","High school graduate","$10,000 - $20,000","Yes","No","50"
203838,"female","High school graduate","Refused","Yes","No","6"
203840,"female","High school graduate","Refused","No","No","8"
203844,"male","High school graduate","Refused","No","No","90"
203847,"male","Post-graduate training","$100,000 - $150,000","Yes","No","3"
203853,"male","College graduate","$150,000 +","Yes","Yes","40"
203857,"male","High school graduate","$50,000 - $75,000","Yes","No","4"
203859,"female","Post-graduate training","$75,000 - $100,000","Yes","Yes","20"
203860,"male","Some college","Don't know","Yes","No","Don't Know"
203861,"female","College graduate","$40,000 - $50,000","Yes","No","8"
203865,"female","Some college","$100,000 - $150,000","Yes","No","20"
203868,"male","College graduate","$20,000 - $30,000","Yes","No","25"
203870,"female","Some high school","$150,000 +","Yes","No","20"
203882,"female","Some high school","Don't know","Yes","No","5"
203883,"male","Post-graduate training","$50,000 - $75,000","Yes","No","75"
203884,"female","Some high school","$20,000 - $30,000","Yes","No","2"
203888,"male","Some college","$75,000 - $100,000","Yes","No","10"
203890,"male","High school graduate","Refused","Yes","No","8"
203892,"female","High school graduate","$50,000 - $75,000","Yes","No","20"
203895,"female","Some college","$10,000 - $20,000","Yes","No","1"
203897,"male","Post-graduate training","$150,000 +","Yes","No","10"
203899,"male","College graduate","$150,000 +","Yes","Yes","12"
203901,"female","High school graduate","$30,000 - $40,000","Yes","No","2"
203905,"male","High school graduate","$75,000 - $100,000","Yes","No","0"
203906,"female","8th grade or less","$20,000 - $30,000","No","No","0"
203907,"female","College graduate","< $10,000","Yes","No","5"
203916,"female","College graduate","$50,000 - $75,000","Yes","No","5"
203918,"female","Post-graduate training","$30,000 - $40,000","Yes","No","5"
203919,"male","Some college","$30,000 - $40,000","Yes","No","4"
203920,"male","College graduate","Refused","Yes","No","2"
203925,"male","High school graduate","$100,000 - $150,000","Yes","Yes","10"
203926,"female","College graduate","$40,000 - $50,000","Yes","No","24"
203928,"male","High school graduate","$30,000 - $40,000","Yes","No","10"
203936,"female","Post-graduate training","$150,000 +","Yes","No","25"
203939,"male","College graduate","$30,000 - $40,000","Yes","Yes","25"
203942,"female","High school graduate","$30,000 - $40,000","Yes","No","1"
203946,"male","Some high school","Don't know","Yes","No","10"
203952,"female","Post-graduate training","$50,000 - $75,000","Yes","No","25"
203955,"female","High school graduate","$50,000 - $75,000","Yes","No","6"
203959,"male","High school graduate","$30,000 - $40,000","Yes","No","3"
203963,"male","Some college","$75,000 - $100,000","Yes","No","30"
203973,"female","Post-graduate training","Refused","Yes","No","97 or more"
203974,"female","High school graduate","$20,000 - $30,000","Yes","No","5"
203977,"male","Some high school","Don't know","No","No","0"
203979,"female","Some high school","$20,000 - $30,000","Yes","No","5"
203981,"female","Some high school","< $10,000","No","No","Refused"
203991,"female","Some college","< $10,000","Yes","No","Don't Know"
203992,"male","Some college","$75,000 - $100,000","Yes","No","8"
203997,"male","High school graduate","< $10,000","Yes","No","0"
203998,"female","Post-graduate training","$100,000 - $150,000","Yes","Yes","97 or more"
204003,"male","High school graduate","$10,000 - $20,000","Yes","No","0"
204016,"female","Post-graduate training","$40,000 - $50,000","Yes","Yes","7"
204017,"female","High school graduate","$50,000 - $75,000","Yes","No","10"
204023,"female","Post-graduate training","$150,000 +","Yes","No","12"
204026,"male","8th grade or less","$10,000 - $20,000","Yes","No","0"
204028,"female","College graduate","$10,000 - $20,000","No","No","Don't Know"
204031,"female","Technical school","Don't know","No","No","Refused"
204035,"male","Some high school","$30,000 - $40,000","Yes","No","0"
204042,"male","High school graduate","$10,000 - $20,000","Yes","No","0"
204051,"female","Some college","Don't know","Yes","No","5"
204055,"female","Some college","$40,000 - $50,000","Yes","Yes","20"
204065,"female","Post-graduate training","$50,000 - $75,000","Yes","No","2"
204066,"male","Some high school","< $10,000","Yes","No","0"
204067,"male","Some college","$10,000 - $20,000","Yes","No","40"
204070,"male","Some college","$50,000 - $75,000","Yes","No","0"
204072,"male","High school graduate","$20,000 - $30,000","Yes","No","2"
204073,"female","College graduate","$150,000 +","Yes","Yes","97 or more"
204080,"male","Post-graduate training","$100,000 - $150,000","Yes","No","20"
204085,"male","High school graduate","$20,000 - $30,000","Yes","No","1"
204086,"female","Post-graduate training","$100,000 - $150,000","Yes","Yes","30"
204095,"female","High school graduate","$75,000 - $100,000","Yes","Yes","30"
204098,"female","Some college","$10,000 - $20,000","Yes","No","5"
204100,"female","Some college","$50,000 - $75,000","Yes","No","10"
204104,"female","College graduate","$75,000 - $100,000","Yes","No","12"
204105,"female","College graduate","Don't know","Yes","No","8"
204115,"male","Some college","$75,000 - $100,000","Yes","No","40"
204116,"female","Post-graduate training","$150,000 +","Yes","No","20"
204125,"male","High school graduate","$50,000 - $75,000","Yes","No","0"
204126,"male","Technical school","Refused","Yes","No","0"
204127,"male","High school graduate","$50,000 - $75,000","Yes","No","0"
204131,"male","College graduate","$75,000 - $100,000","Yes","No","20"
204133,"female","Some college","Don't know","Yes","No","4"
204136,"female","College graduate","$30,000 - $40,000","Yes","No","3"
204138,"female","High school graduate","< $10,000","No","No","Don't Know"
204140,"male","8th grade or less","Refused","Refused","Refused","Refused"
204144,"male","College graduate","$20,000 - $30,000","Yes","No","3"
204151,"male","Post-graduate training","$40,000 - $50,000","Yes","No","20"
204161,"male","Some college","$20,000 - $30,000","No","No","4"
204172,"female","High school graduate","< $10,000","No","No","Don't Know"
204173,"male","Some college","$50,000 - $75,000","Yes","No","2"
204174,"male","High school graduate","$40,000 - $50,000","Yes","No","5"
204182,"female","Some college","$75,000 - $100,000","Yes","Yes","20"
204184,"male","College graduate","$50,000 - $75,000","Yes","No","5"
204189,"female","Technical school","$20,000 - $30,000","Yes","No","30"
204194,"male","High school graduate","$50,000 - $75,000","Yes","No","20"
204196,"male","8th grade or less","$10,000 - $20,000","No","No","0"
204198,"female","Post-graduate training","$30,000 - $40,000","Yes","No","6"
204200,"male","College graduate","$50,000 - $75,000","Yes","No","3"
204209,"female","Post-graduate training","$30,000 - $40,000","Yes","No","36"
204214,"female","High school graduate","Refused","No","No","40"
204224,"male","High school graduate","$50,000 - $75,000","Yes","No","30"
204228,"male","Technical school","$10,000 - $20,000","Yes","Yes","97 or more"
204234,"male","High school graduate","Don't know","Yes","No","0"
204250,"male","College graduate","$50,000 - $75,000","Yes","No","6"
204252,"female","College graduate","$20,000 - $30,000","Yes","No","10"
204253,"male","Technical school","$100,000 - $150,000","Yes","No","20"
204257,"male","High school graduate","$10,000 - $20,000","Yes","No","10"
204259,"male","High school graduate","Don't know","Yes","No","9"
204261,"female","Some college","$30,000 - $40,000","Yes","No","40"
204262,"male","College graduate","$40,000 - $50,000","Yes","No","20"
204264,"female","Post-graduate training","$50,000 - $75,000","Yes","No","20"
204272,"female","High school graduate","$30,000 - $40,000","Yes","No","10"
204273,"female","High school graduate","$30,000 - $40,000","Yes","No","4"
204274,"male","College graduate","$50,000 - $75,000","Yes","No","20"
204290,"male","High school graduate","Don't know","No","No","97 or more"
204308,"male","Some college","$50,000 - $75,000","Yes","No","8"
204320,"male","High school graduate","$50,000 - $75,000","Yes","No","12"
204324,"male","Some college","$50,000 - $75,000","Yes","Yes","40"
204329,"male","Some high school","$100,000 - $150,000","Yes","No","5"
204339,"female","8th grade or less","$10,000 - $20,000","Yes","No","6"
204342,"male","College graduate","$150,000 +","Yes","No","4"
204346,"male","High school graduate","$50,000 - $75,000","Yes","No","5"
204352,"female","High school graduate","$100,000 - $150,000","Yes","No","10"
204372,"male","High school graduate","$10,000 - $20,000","Yes","No","13"
204379,"male","Some high school","$20,000 - $30,000","Yes","No","15"
204384,"male","High school graduate","$40,000 - $50,000","Yes","No","20"
204386,"female","College graduate","$50,000 - $75,000","Yes","No","6"
204396,"female","Some college","$50,000 - $75,000","Yes","No","3"
204400,"female","Post-graduate training","$30,000 - $40,000","Yes","No","8"
204401,"female","College graduate","$40,000 - $50,000","Yes","No","0"
204402,"male","High school graduate","$50,000 - $75,000","Yes","No","3"
204404,"male","High school graduate","$20,000 - $30,000","Yes","No","1"
204410,"male","High school graduate","Don't know","Yes","No","7"
204417,"female","Technical school","$50,000 - $75,000","Yes","No","10"
204424,"male","Post-graduate training","$150,000 +","Yes","No","50"
204425,"male","High school graduate","$10,000 - $20,000","Yes","No","0"
204433,"female","Some college","Refused","Yes","No","6"
204436,"female","High school graduate","$40,000 - $50,000","Yes","No","3"
204439,"female","College graduate","< $10,000","No","No","Don't Know"
204448,"male","Technical school","$100,000 - $150,000","Yes","Yes","3"
204453,"male","College graduate","$50,000 - $75,000","Yes","No","10"
204454,"male","College graduate","$50,000 - $75,000","Yes","No","0"
204466,"male","High school graduate","< $10,000","Yes","No","50"
204472,"male","Some college","$10,000 - $20,000","Yes","No","5"
204478,"female","High school graduate","$20,000 - $30,000","Yes","No","5"
204482,"female","Post-graduate training","$150,000 +","Yes","No","3"
204484,"male","High school graduate","$50,000 - $75,000","Yes","No","0"
204485,"female","High school graduate","Refused","Yes","No","5"
204487,"male","High school graduate","$40,000 - $50,000","Yes","No","4"
204488,"female","High school graduate","$20,000 - $30,000","Yes","No","1"
204493,"female","Some high school","< $10,000","No","No","97 or more"
204496,"male","Some college","$75,000 - $100,000","Yes","No","0"
204499,"female","Post-graduate training","$50,000 - $75,000","Yes","No","3"
204503,"male","High school graduate","$40,000 - $50,000","Yes","No","Don't Know"
204507,"male","Some college","$10,000 - $20,000","Yes","No","4"
204515,"male","High school graduate","$50,000 - $75,000","Yes","No","0"
204517,"male","Post-graduate training","$50,000 - $75,000","Yes","No","40"
204518,"male","Post-graduate training","$150,000 +","Yes","No","12"
204524,"female","College graduate","$40,000 - $50,000","Yes","No","12"
204536,"male","Some college","$30,000 - $40,000","Yes","No","2"
204547,"male","Some college","$10,000 - $20,000","Yes","No","97 or more"
204552,"female","College graduate","$30,000 - $40,000","Yes","No","4"
204554,"male","High school graduate","$20,000 - $30,000","No","No","0"
204556,"female","Some college","Don't know","Yes","No","6"
204560,"male","College graduate","$100,000 - $150,000","Yes","No","17"
204562,"male","College graduate","Refused","No","No","24"
204565,"female","College graduate","$10,000 - $20,000","Yes","No","4"
204567,"male","Some college","$150,000 +","Yes","No","4"
204575,"male","Some college","$100,000 - $150,000","Yes","No","12"
204582,"male","Some college","$100,000 - $150,000","Yes","No","30"
204584,"female","Some high school","$20,000 - $30,000","Yes","No","3"
204585,"male","Some high school","$100,000 - $150,000","Yes","Yes","7"
204589,"female","Some college","$100,000 - $150,000","Yes","No","20"
204598,"male","High school graduate","$50,000 - $75,000","Yes","No","1"
204602,"female","High school graduate","$20,000 - $30,000","Yes","No","15"
204605,"male","Post-graduate training","$100,000 - $150,000","Yes","No","4"
204610,"male","Some college","$10,000 - $20,000","Yes","No","0"
204611,"male","Technical school","$40,000 - $50,000","Yes","No","7"
204622,"male","8th grade or less","< $10,000","No","Don't know","0"
204623,"male","Some high school","$10,000 - $20,000","No","No","0"
204624,"male","Some high school","$10,000 - $20,000","Yes","No","0"
204628,"male","High school graduate","$100,000 - $150,000","Yes","No","3"
204637,"female","High school graduate","$30,000 - $40,000","Yes","No","20"
204638,"female","College graduate","$30,000 - $40,000","Yes","No","5"
204639,"female","Some high school","Don't know","Yes","No","10"
204645,"male","Some college","$40,000 - $50,000","Yes","No","3"
204646,"male","High school graduate","$40,000 - $50,000","Yes","No","0"
204651,"male","High school graduate","$50,000 - $75,000","Yes","No","2"
204652,"male","Post-graduate training","$75,000 - $100,000","Yes","No","5"
204656,"female","High school graduate","Don't know","No","No","1"
204661,"male","High school graduate","$20,000 - $30,000","Yes","No","10"
204663,"female","Post-graduate training","$100,000 - $150,000","Yes","No","4"
204665,"male","Some high school","Refused","Yes","No","30"
204667,"male","Some college","$100,000 - $150,000","Yes","No","13"
204671,"female","High school graduate","< $10,000","Yes","No","3"
204674,"male","Some high school","< $10,000","Yes","No","12"
204675,"male","College graduate","$40,000 - $50,000","Yes","No","2"
204677,"male","High school graduate","$100,000 - $150,000","Yes","No","15"
204680,"male","Some college","$50,000 - $75,000","Yes","No","3"
204681,"female","Some college","Don't know","Yes","No","12"
204686,"male","High school graduate","$30,000 - $40,000","Yes","No","0"
204689,"male","College graduate","$50,000 - $75,000","Yes","No","Don't Know"
204693,"female","Some high school","< $10,000","No","No","Refused"
204698,"female","8th grade or less","$30,000 - $40,000","Yes","No","25"
204701,"male","Some high school","$30,000 - $40,000","Yes","No","0"
204702,"male","Some college","$20,000 - $30,000","Yes","No","0"
204711,"male","College graduate","$20,000 - $30,000","Yes","No","3"
204713,"female","Some college","$10,000 - $20,000","Yes","No","3"
204717,"male","Post-graduate training","$75,000 - $100,000","Yes","No","30"
204719,"male","High school graduate","< $10,000","No","No","3"
204721,"male","College graduate","$100,000 - $150,000","Yes","No","3"
204724,"male","High school graduate","< $10,000","Yes","No","0"
204731,"female","High school graduate","$40,000 - $50,000","Yes","No","Don't Know"
204737,"male","8th grade or less","$30,000 - $40,000","Yes","No","2"
204738,"female","Some college","$40,000 - $50,000","Yes","No","2"
204741,"female","College graduate","$75,000 - $100,000","Yes","Yes","12"
204743,"female","Post-graduate training","$100,000 - $150,000","Yes","No","97 or more"
204753,"female","High school graduate","< $10,000","Yes","No","45"
204755,"male","Some college","$150,000 +","Yes","Yes","15"
204766,"female","Some college","$40,000 - $50,000","Yes","No","0"
204776,"female","Some college","Don't know","Yes","No","20"
204779,"male","8th grade or less","$20,000 - $30,000","No","No","2"
204780,"male","High school graduate","$40,000 - $50,000","Yes","No","3"
204790,"female","Some college","< $10,000","Yes","No","12"
204792,"male","High school graduate","$40,000 - $50,000","Yes","Yes","4"
204794,"male","College graduate","$10,000 - $20,000","Yes","No","2"
204795,"female","College graduate","$30,000 - $40,000","No","No","4"
204802,"male","Post-graduate training","$100,000 - $150,000","Yes","No","10"
204812,"male","College graduate","$20,000 - $30,000","Yes","No","15"
204813,"female","Some college","Refused","Yes","No","2"
204815,"male","College graduate","$20,000 - $30,000","Yes","No","30"
204818,"male","Post-graduate training","$150,000 +","Yes","Yes","20"
204821,"female","High school graduate","< $10,000","Yes","No","4"
204826,"male","Some college","$50,000 - $75,000","Yes","No","0"
204827,"male","College graduate","$150,000 +","Yes","No","0"
204828,"male","Some college","Don't know","Yes","No","Don't Know"
204830,"female","Some college","$10,000 - $20,000","No","No","0"
204832,"male","Some college","$50,000 - $75,000","Yes","No","0"
204834,"female","College graduate","$150,000 +","Yes","Yes","15"
204844,"male","High school graduate","$50,000 - $75,000","Yes","No","4"
204886,"male","Post-graduate training","$100,000 - $150,000","Yes","Yes","15"
204887,"male","Some high school","$50,000 - $75,000","Yes","No","10"
204896,"female","College graduate","$75,000 - $100,000","Yes","Yes","5"
204910,"male","High school graduate","$20,000 - $30,000","Yes","No","4"
204936,"male","Some college","$75,000 - $100,000","Yes","Yes","6"
204940,"male","Some college","$150,000 +","Yes","No","30"
204944,"female","College graduate","$150,000 +","Yes","No","10"
204952,"male","High school graduate","$75,000 - $100,000","Yes","No","0"
205040,"female","College graduate","$75,000 - $100,000","Yes","Yes","50"
205055,"female","Post-graduate training","$40,000 - $50,000","Yes","Yes","20"
205121,"male","Some high school","Don't know","Yes","No","4"
205130,"male","College graduate","$75,000 - $100,000","Yes","Yes","6"
205144,"male","College graduate","$100,000 - $150,000","Yes","Yes","10"
205177,"male","Some college","$100,000 - $150,000","Yes","No","15"
205207,"female","Some college","$10,000 - $20,000","Yes","Yes","1"
205225,"male","Post-graduate training","$75,000 - $100,000","Yes","No","3"
205236,"female","Technical school","$50,000 - $75,000","Yes","No","4"
205295,"male","Some college","$75,000 - $100,000","Yes","Yes","25"
205307,"male","College graduate","$100,000 - $150,000","Yes","No","97 or more"
205323,"male","High school graduate","$10,000 - $20,000","No","No","2"
205325,"male","Some college","$20,000 - $30,000","Yes","Yes","5"
205332,"male","Some college","$150,000 +","Yes","Yes","6"
205342,"female","College graduate","Refused","Yes","Yes","25"
205365,"female","College graduate","Refused","Yes","No","30"
205366,"male","Some college","$75,000 - $100,000","Yes","Yes","40"
205370,"male","Post-graduate training","$50,000 - $75,000","Yes","Yes","26"
205411,"female","Some college","$40,000 - $50,000","Yes","Yes","5"
205415,"female","College graduate","$50,000 - $75,000","Yes","Yes","20"
