"Nombre" "Plataforma" "Fecha" "Genero" "VentasEEUU" "VentasEU" "VentasJP" "VentasOtros" "Ventas"
"7368" "MVP Baseball" "PSP" "2005" "Sports" 0.2 0 0 0.02 0.21
"7379" "Viewtiful Joe 2" "PS2" "2004" "Action" 0.1 0.08 0 0.03 0.21
"7381" "Pac-Man World 3" "PS2" "2005" "Platform" 0.1 0.08 0 0.03 0.21
"7399" "Maximo vs Army of Zin" "PS2" "2003" "Platform" 0.1 0.08 0 0.03 0.21
"7400" "The Fairly OddParents: Breakin' Da Rules" "GC" "2003" "Platform" 0.16 0.04 0 0.01 0.21
"7405" "The Land Before Time: Big Water Adventure" "PS" "2002" "Platform" 0.12 0.08 0 0.01 0.21
"7408" "Cabela's Deer Hunt: 2004 Season" "XB" "2003" "Sports" 0.16 0.05 0 0.01 0.21
"7423" "Bionicle" "GC" "2003" "Action" 0.16 0.04 0 0.01 0.21
"7428" "Famicom Mini: Ganbare Goemon! Karakuri Douchuu" "GBA" "2004" "Platform" 0 0 0.2 0.01 0.21
"7431" "Deus Ex: The Conspiracy" "PS2" "2002" "Action" 0.1 0.08 0 0.03 0.21
"7436" "Batman Begins" "XB" "2005" "Action" 0.16 0.04 0 0.01 0.21
"7439" "Shrek: Reekin' Havoc" "GBA" "2003" "Platform" 0.15 0.06 0 0 0.21
"7442" "JSRF: Jet Set Radio Future" "XB" "2002" "Action" 0.13 0.04 0.03 0.01 0.21
"7443" "NHL Hitz 20-02" "GC" "2001" "Sports" 0.16 0.04 0 0.01 0.21
"7445" "NCAA Football 2003" "GC" "2002" "Sports" 0.16 0.04 0 0.01 0.21
"7449" "Project: Snowblind" "PS2" "2005" "Action" 0.1 0.08 0 0.03 0.21
"7460" "Evil Dead: Regeneration" "PS2" "2005" "Action" 0.1 0.08 0 0.03 0.21
"7463" "NHL 2003" "XB" "2002" "Sports" 0.15 0.04 0 0.01 0.21
"7467" "Tiger Woods PGA Tour" "PSP" "2005" "Sports" 0.19 0 0 0.02 0.21
"7469" "NHL 2K3" "PS2" "2002" "Sports" 0.1 0.08 0 0.03 0.21
"7478" "Gallop Racer 2003: A New Breed" "PS2" "2002" "Sports" 0.04 0.03 0.12 0.01 0.21
"7480" "BeyBlade VForce: Super Tournament Battle" "GC" "2002" "Action" 0.16 0.04 0 0.01 0.21
"7481" "Outlaw Golf 2" "XB" "2004" "Sports" 0.15 0.04 0 0.01 0.21
"7493" "X2: Wolverine's Revenge" "XB" "2003" "Platform" 0.15 0.04 0 0.01 0.21
"7494" "Power Rangers: Wild Force" "GBA" "2002" "Action" 0.15 0.05 0 0 0.21
"7504" "Beyblade G-Revolution" "GBA" "2004" "Action" 0.15 0.05 0 0 0.2
"7514" "Backyard NFL Football 2006" "PS2" "2005" "Sports" 0.1 0.08 0 0.03 0.2
"7524" "NCAA March Madness 06" "XB" "2005" "Sports" 0.15 0.04 0 0.01 0.2
"7543" "Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial" "PS2" "2003" "Sports" 0 0 0.2 0 0.2
"7555" "MLB SlugFest 20-03" "XB" "2002" "Sports" 0.15 0.04 0 0.01 0.2
"7559" "Pitfall: The Lost Expedition" "PS2" "2004" "Platform" 0.1 0.08 0 0.03 0.2
"7563" "Rocket Power: Zero Gravity Zone" "GBA" "2003" "Sports" 0.14 0.05 0 0 0.2
"7567" "ESPN MLB Baseball" "PS2" "2004" "Sports" 0.1 0.08 0 0.03 0.2
"7575" "The Fairly Odd Parents: Shadow Showdown" "GC" "2004" "Platform" 0.16 0.04 0 0.01 0.2
"7580" "NBA 2K2" "XB" "2002" "Sports" 0.15 0.04 0 0.01 0.2
"7581" "X2: Wolverine's Revenge" "GBA" "2003" "Platform" 0.14 0.05 0 0 0.2
"7589" "Super Dodge Ball Advance" "GBA" "2001" "Sports" 0.14 0.05 0 0 0.2
"7603" "Ty the Tasmanian Tiger 2: Bush Rescue" "GC" "2004" "Platform" 0.15 0.04 0 0.01 0.2
"7610" "MVP Baseball 2003" "XB" "2003" "Sports" 0.15 0.04 0 0.01 0.2
"7613" "NCAA Final Four 2004" "PS2" "2003" "Sports" 0.1 0.08 0 0.03 0.2
"7614" "The Chronicles of Narnia: The Lion, The Witch and The Wardrobe" "XB" "2005" "Action" 0.15 0.04 0 0.01 0.2
"7644" "Mat Hoffman's Pro BMX 2" "XB" "2002" "Sports" 0.15 0.04 0 0.01 0.2
"7647" "From Russia With Love" "XB" "2005" "Action" 0.15 0.04 0 0.01 0.2
"7660" "Shark Tale" "XB" "2004" "Action" 0.15 0.04 0 0.01 0.2
"7661" "NFL Street 2" "GC" "2004" "Sports" 0.15 0.04 0 0.01 0.2
"7663" "Teenage Mutant Ninja Turtles 3: Mutant Nightmare" "PS2" "2005" "Action" 0.1 0.08 0 0.03 0.2
"7670" "Dave Mirra Freestyle BMX 2" "XB" "2001" "Sports" 0.15 0.04 0 0.01 0.2
"7674" "SpongeBob SquarePants: Revenge of the Flying Dutchman" "GC" "2002" "Platform" 0.15 0.04 0 0.01 0.2
"7681" "Harry Potter and the Goblet of Fire" "PSP" "2005" "Action" 0.17 0.01 0 0.02 0.2
"7688" "Forgotten Realms: Demon Stone" "PS2" "2004" "Action" 0.1 0.08 0 0.03 0.2
"7696" "Backyard Hockey" "GBA" "2003" "Sports" 0.14 0.05 0 0 0.2
"7701" "Shaman King: Spirit of Shamans" "PS" "2002" "Action" 0 0 0.18 0.01 0.2
"7702" "Tiger Woods PGA Tour 06" "PSP" "2005" "Sports" 0.18 0 0 0.01 0.2
"7705" "The Fairly Odd Parents: Enter the Cleft" "GBA" "2002" "Platform" 0.14 0.05 0 0 0.2
"7710" "Power Rangers: Time Force" "GBA" "2001" "Action" 0.14 0.05 0 0 0.2
"7717" "Prince of Persia: Warrior Within" "GC" "2004" "Action" 0.15 0.04 0 0.01 0.2
"7723" "Predator: Concrete Jungle" "PS2" "2005" "Action" 0.1 0.07 0 0.03 0.2
"7731" "NHL FaceOff 2001" "PS2" "2001" "Sports" 0.1 0.07 0 0.02 0.2
"7733" "The Great Escape" "PS2" "2003" "Action" 0.1 0.07 0 0.02 0.2
"7742" "The Hobbit" "GBA" "2003" "Platform" 0.14 0.05 0 0 0.19
"7755" "Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS" "DS" "2005" "Action" 0 0 0.19 0 0.19
"7766" "Dinotopia: The Timestone Pirates" "GBA" "2002" "Action" 0.14 0.05 0 0 0.19
"7773" "Manhunt" "XB" "2004" "Action" 0.14 0.04 0 0.01 0.19
"7774" "NCAA Final Four 2003" "PS2" "2002" "Sports" 0.09 0.07 0 0.02 0.19
"7780" "Peter Jackson's King Kong: The Official Game of the Movie" "PSP" "2005" "Action" 0.16 0.01 0 0.02 0.19
"7812" "Legacy of Kain: Defiance" "XB" "2003" "Action" 0.14 0.04 0 0.01 0.19
"7823" "Dave Mirra Freestyle BMX 2" "GBA" "2001" "Sports" 0.14 0.05 0 0 0.19
"7826" "NHL Hitz Pro" "PS2" "2003" "Sports" 0.09 0.07 0 0.02 0.19
"7844" "Death Jr." "PSP" "2005" "Platform" 0.17 0 0 0.01 0.19
"7848" "2002 FIFA World Cup" "XB" "2002" "Sports" 0.14 0.04 0 0.01 0.19
"7872" "Teenage Mutant Ninja Turtles 2: Battle Nexus" "GC" "2004" "Action" 0.15 0.04 0 0.01 0.19
"7876" "SSX Tricky" "GBA" "2002" "Sports" 0.14 0.05 0 0 0.19
"7892" "Hulk" "GC" "2003" "Action" 0.15 0.04 0 0.01 0.19
"7899" "Transworld Surf" "PS2" "2002" "Sports" 0.09 0.07 0 0.02 0.19
"7901" "Tenchu: Fatal Shadows" "PS2" "2004" "Action" 0.09 0.07 0 0.02 0.19
"7913" "Harry Potter and the Prisoner of Azkaban" "XB" "2004" "Action" 0.14 0.04 0 0.01 0.19
"7929" "Rise of the Kasai" "PS2" "2005" "Action" 0.09 0.07 0 0.02 0.19
"7944" "Crash & Spyro Superpack" "GBA" "2005" "Platform" 0.13 0.05 0 0 0.19
"7957" "The Scorpion King: Sword of Osiris" "GBA" "2002" "Action" 0.13 0.05 0 0 0.19
"7965" "Jackie Chan Adventures: Legend of the Dark Hand" "GBA" "2001" "Action" 0.13 0.05 0 0 0.19
"7968" "Ty the Tasmanian Tiger 3: Night of the Quinkan" "PS2" "2005" "Action" 0.09 0.07 0 0.02 0.19
"7972" "Blood Omen 2" "XB" "2002" "Action" 0.14 0.04 0 0.01 0.19
"7975" "Harry Potter: Quidditch World Cup" "XB" "2003" "Sports" 0.14 0.04 0 0.01 0.19
"7985" "Samurai Warriors: State of War" "PSP" "2005" "Action" 0.07 0 0.11 0.01 0.19
"8005" "Sports Illustrated for Kids: Football" "GBA" "2003" "Sports" 0.13 0.05 0 0 0.18
"8011" "Indiana Jones and the Emperor's Tomb" "XB" "2003" "Action" 0.14 0.04 0 0.01 0.18
"8013" "Buffy the Vampire Slayer: Chaos Bleeds" "PS2" "2003" "Action" 0.09 0.07 0 0.02 0.18
"8019" "Ty the Tasmanian Tiger" "XB" "2002" "Platform" 0.14 0.04 0 0.01 0.18
"8023" "The Chronicles of Narnia: The Lion, The Witch and The Wardrobe" "DS" "2005" "Action" 0.15 0.02 0 0.01 0.18
"8047" "Fear Effect 2: Retro Helix" "PS" "2001" "Action" 0.1 0.07 0 0.01 0.18
"8066" "Shrek SuperSlam" "DS" "2005" "Action" 0.17 0 0 0.01 0.18
"8097" "Cabela's Big Game Hunter 2005 Adventures" "XB" "2004" "Sports" 0.13 0.04 0 0.01 0.18
"8103" "Gauntlet: Dark Legacy" "GC" "2002" "Action" 0.14 0.04 0 0 0.18
"8106" "Shadow The Hedgehog" "XB" "2005" "Platform" 0.13 0.04 0 0.01 0.18
"8129" "Tiger Woods PGA Tour 2004" "GBA" "2003" "Sports" 0.13 0.05 0 0 0.18
"8136" "Silent Hill 4: The Room" "XB" "2004" "Action" 0.14 0.04 0 0.01 0.18
"8143" "FIFA Soccer 2002" "GC" "2001" "Sports" 0.14 0.04 0 0 0.18
"8148" "Fireblade" "PS2" "2002" "Action" 0.09 0.07 0 0.02 0.18
"8150" "Disney's Tarzan Untamed" "GC" "2001" "Platform" 0.14 0.04 0 0 0.18
"8156" "Mobile Suit Gundam Seed Destiny: Generation of C.E." "PS2" "2005" "Action" 0 0 0.18 0 0.18
"8165" "K-1 World Grand Prix" "PS2" "2002" "Sports" 0.04 0.03 0.1 0.01 0.18
"8171" "Looney Tunes: Back in Action" "GBA" "2003" "Platform" 0.13 0.05 0 0 0.18
"8172" "Virtua Tennis" "GBA" "2002" "Sports" 0.13 0.05 0 0 0.18
"8180" "NBA Hoopz" "PS2" "2001" "Sports" 0.09 0.07 0 0.02 0.18
"8183" "Pac-Man World 3" "DS" "2005" "Platform" 0.16 0 0 0.01 0.18
"8184" "ESPN X Games Skateboarding" "GBA" "2001" "Sports" 0.13 0.05 0 0 0.18
"8193" "Backyard Basketball" "GBA" "2004" "Sports" 0.13 0.05 0 0 0.18
"8195" "Scooby-Doo! Unmasked" "GBA" "2005" "Platform" 0.13 0.05 0 0 0.18
"8198" "NHL 2004" "XB" "2003" "Sports" 0.13 0.04 0 0.01 0.18
"8202" "NFL 2K2" "XB" "2002" "Sports" 0.13 0.04 0 0.01 0.18
"8208" "The Suffering: Ties That Bind" "PS2" "2005" "Action" 0.09 0.07 0 0.02 0.17
"8211" "EyeToy: Kinetic" "PS2" "2005" "Sports" 0.09 0.07 0 0.02 0.17
"8223" "SEGA Bass Fishing Duel" "PS2" "2002" "Sports" 0.09 0.07 0 0.02 0.17
"8226" "Sports Illustrated for Kids: Baseball" "GBA" "2001" "Sports" 0.12 0.05 0 0 0.17
"8228" "Mark Davis Pro Bass Challenge" "PS2" "2002" "Sports" 0.09 0.07 0 0.02 0.17
"8229" "Rugrats: Royal Ransom" "GC" "2002" "Platform" 0.13 0.03 0 0 0.17
"8244" "Smash Court Tennis Pro Tournament" "PS2" "2002" "Sports" 0.08 0.07 0 0.02 0.17
"8248" "NBA Inside Drive 2004" "XB" "2003" "Sports" 0.13 0.04 0 0.01 0.17
"8256" "Gretzky NHL 2005" "PS2" "2004" "Sports" 0.08 0.07 0 0.02 0.17
"8261" "The Hobbit" "GC" "2003" "Platform" 0.13 0.03 0 0 0.17
"8265" "True Crime: New York City" "GC" "2005" "Action" 0.13 0.03 0 0 0.17
"8270" "ESPN Final Round Golf 2002" "GBA" "2001" "Sports" 0.12 0.05 0 0 0.17
"8276" "Disney's Atlantis: The Lost Empire" "PS" "2001" "Platform" 0.1 0.07 0 0.01 0.17
"8303" "RoadKill" "PS2" "2003" "Action" 0.08 0.07 0 0.02 0.17
"8308" "Looney Tunes: Back in Action" "GC" "2003" "Platform" 0.13 0.03 0 0 0.17
"8309" "Tak: The Great Juju Challenge" "GBA" "2005" "Platform" 0.12 0.05 0 0 0.17
"8315" "Hunter: The Reckoning Redeemer" "XB" "2003" "Action" 0.13 0.04 0 0.01 0.17
"8324" "Thief: Deadly Shadows" "XB" "2004" "Action" 0.13 0.04 0 0.01 0.17
"8328" "Batman Begins" "GBA" "2005" "Action" 0.12 0.05 0 0 0.17
"8341" "Spawn: Armageddon" "XB" "2003" "Action" 0.13 0.04 0 0.01 0.17
"8350" "Disney's Home on the Range" "GBA" "2004" "Action" 0.12 0.04 0 0 0.17
"8361" "Gallop Racer 2001" "PS2" "2001" "Sports" 0.05 0.04 0.06 0.01 0.17
"8365" "Catwoman" "PS2" "2004" "Action" 0.08 0.06 0 0.02 0.17
"8375" "Beat Down: Fists of Vengeance" "PS2" "2005" "Action" 0.04 0.03 0.09 0.01 0.17
"8379" "SSX On Tour" "GC" "2005" "Sports" 0.13 0.03 0 0 0.17
"8384" "Shrek Extra Large" "GC" "2002" "Platform" 0.13 0.03 0 0 0.17
"8386" "World Tour Soccer 2006" "PS2" "2004" "Sports" 0.08 0.06 0 0.02 0.17
"8391" "State of Emergency" "XB" "2003" "Action" 0.13 0.04 0 0.01 0.17
"8395" "Disney Golf" "PS2" "2002" "Sports" 0.07 0.06 0.02 0.02 0.17
"8402" "Mega Man Network Transmission" "GC" "2003" "Platform" 0.13 0.03 0 0 0.17
"8414" "Gauntlet: Dark Legacy" "XB" "2002" "Action" 0.13 0.04 0 0.01 0.17
"8442" "Spyro: Shadow Legacy" "DS" "2005" "Action" 0.14 0.01 0 0.01 0.17
"8464" "Taz Wanted" "PS2" "2002" "Platform" 0.08 0.06 0 0.02 0.16
"8478" "World Tour Soccer 2005" "PS2" "2004" "Sports" 0.08 0.06 0 0.02 0.16
"8487" "ESPN College Hoops" "PS2" "2003" "Sports" 0.08 0.06 0 0.02 0.16
"8495" "True Swing Golf" "DS" "2005" "Sports" 0.11 0 0.04 0.01 0.16
"8496" "Zapper: One Wicked Cricket!" "PS2" "2002" "Platform" 0.08 0.06 0 0.02 0.16
"8512" "Tom and Jerry: Infurnal Escape" "GBA" "2003" "Action" 0.12 0.04 0 0 0.16
"8517" "Let's Ride: Sunshine Stables" "GBA" "2005" "Sports" 0.12 0.04 0 0 0.16
"8539" "Dr. Muto" "PS2" "2002" "Platform" 0.08 0.06 0 0.02 0.16
"8544" "Fatal Frame II: Crimson Butterfly" "PS2" "2003" "Action" 0.08 0.06 0 0.02 0.16
"8550" "Dynasty Warriors 4" "XB" "2003" "Action" 0.12 0.03 0 0.01 0.16
"8551" "Wakeboarding Unleashed Featuring Shaun Murray" "PS2" "2003" "Sports" 0.08 0.06 0 0.02 0.16
"8552" "The Incredibles: Rise of the Underminer" "GC" "2005" "Action" 0.12 0.03 0 0 0.16
"8569" "Robots" "GC" "2005" "Action" 0.12 0.03 0 0 0.16
"8580" "The Wild Thornberrys: Chimp Chase" "GBA" "2001" "Action" 0.11 0.04 0 0 0.16
"8584" "The Powerpuff Girls: Chemical X-Traction" "N64" "2001" "Action" 0.13 0.03 0 0 0.16
"8585" "Jikkyou Powerful Pro Yakyuu Basic-han 2001" "N64" "2001" "Sports" 0 0 0.12 0.04 0.16
"8604" "Rapala Pro Fishing" "XB" "2004" "Sports" 0.12 0.03 0 0.01 0.16
"8622" "Amped 3" "X360" "2005" "Sports" 0.13 0.02 0 0.01 0.16
"8656" "Power Rangers Double Pack" "GBA" "2005" "Action" 0.11 0.04 0 0 0.16
"8670" "Tiger Woods PGA Tour 2004" "GC" "2003" "Sports" 0.12 0.03 0 0 0.16
"8687" "NBA 2K3" "GC" "2002" "Sports" 0.12 0.03 0 0 0.16
"8689" "NHL 2005" "XB" "2004" "Sports" 0.12 0.03 0 0.01 0.16
"8706" "Ultimate Spider-Man" "DS" "2005" "Action" 0.14 0 0 0.01 0.16
"8709" "He-Man: Power of Grayskull" "GBA" "2002" "Action" 0.11 0.04 0 0 0.16
"8716" "Mat Hoffman's Pro BMX 2" "GBA" "2002" "Sports" 0.11 0.04 0 0 0.16
"8724" "FIFA 06: Road to FIFA World Cup" "X360" "2005" "Sports" 0.11 0.02 0.01 0.01 0.15
"8742" "Blinx 2: Masters of Time & Space" "XB" "2004" "Platform" 0.12 0.03 0 0.01 0.15
"8746" "Tak: The Great Juju Challenge" "GC" "2005" "Platform" 0.12 0.03 0 0 0.15
"8749" "Knockout Kings 2003" "GC" "2002" "Sports" 0.12 0.03 0 0 0.15
"8750" "NCAA Football 2004" "GC" "2003" "Sports" 0.12 0.03 0 0 0.15
"8770" "The Terminator: Dawn of Fate" "XB" "2002" "Action" 0.11 0.03 0 0.01 0.15
"8773" "Scooby-Doo! Unmasked" "GC" "2005" "Platform" 0.12 0.03 0 0 0.15
"8792" "Frogger's Adventures: The Rescue" "GC" "2003" "Platform" 0.12 0.03 0 0 0.15
"8793" "The Incredibles: Rise of the Underminer" "DS" "2005" "Action" 0.13 0.01 0 0.01 0.15
"8813" "Prince of Persia: The Sands of Time" "GBA" "2003" "Action" 0.11 0.04 0 0 0.15
"8815" "Zoids: Battle Legends" "GC" "2003" "Action" 0.12 0.03 0 0 0.15
"8816" "World Series Baseball 2K3" "XB" "2003" "Sports" 0.11 0.03 0 0.01 0.15
"8819" "Killer7" "GC" "2005" "Action" 0.12 0.03 0 0 0.15
"8827" "FIFA Soccer 2002" "PS" "2001" "Sports" 0.08 0.06 0 0.01 0.15
"8836" "NBA ShootOut 2001" "PS2" "2001" "Sports" 0.07 0.06 0 0.02 0.15
"8858" "Spongebob Squarepants / Fairly Odd Parents Double Pack" "GBA" "2005" "Action" 0.11 0.04 0 0 0.15
"8862" "Derby Stallion 64" "N64" "2001" "Sports" 0 0 0.15 0 0.15
"8867" "All-Star Baseball 2003" "GC" "2002" "Sports" 0.12 0.03 0 0 0.15
"8889" "All-Star Baseball 2003" "GBA" "2002" "Sports" 0.11 0.04 0 0 0.15
"8890" "Scooby-Doo! Mystery Mayhem" "XB" "2004" "Action" 0.11 0.03 0 0.01 0.15
"8921" "The Incredible Hulk: Ultimate Destruction" "GC" "2005" "Action" 0.11 0.03 0 0 0.15
"8922" "Prince of Persia: The Two Thrones" "GC" "2005" "Action" 0.11 0.03 0 0 0.15
"8925" "Pac-Man World 3" "XB" "2005" "Platform" 0.11 0.04 0 0.01 0.15
"8936" "Batman Begins" "GC" "2005" "Action" 0.11 0.03 0 0 0.15
"8943" "Crash: Twinsanity" "XB" "2004" "Platform" 0.11 0.03 0 0.01 0.15
"8945" "Yu-Gi-Oh! Nightmare Troubadour (US sales)" "DS" "2005" "Action" 0.15 0 0 0 0.15
"8951" "Power Pro Kun Pocket 1+2" "GBA" "2004" "Sports" 0 0 0.14 0 0.15
"8978" "BMX XXX" "PS2" "2002" "Sports" 0.07 0.06 0 0.02 0.15
"8980" "Tiger Woods PGA Tour" "DS" "2004" "Sports" 0.13 0 0 0.01 0.15
"8991" "Elf: The Movie" "GBA" "2004" "Action" 0.1 0.04 0 0 0.15
"8993" "MLB SlugFest 20-03" "GC" "2002" "Sports" 0.11 0.03 0 0 0.15
"8995" "Grabbed by the Ghoulies" "XB" "2003" "Action" 0.11 0.03 0 0.01 0.14
"9003" "Tennis no Oji-Sama: Aim at The Victory!" "GBA" "2002" "Sports" 0 0 0.14 0 0.14
"9016" "Rayman 3" "GBA" "2003" "Platform" 0.1 0.04 0 0 0.14
"9017" "Fatal Frame" "PS2" "2001" "Action" 0.07 0.06 0 0.02 0.14
"9028" "Casper: Spirit Dimensions" "PS2" "2001" "Platform" 0.07 0.05 0 0.02 0.14
"9034" "Klonoa: Empire of Dreams" "GBA" "2001" "Platform" 0.1 0.04 0 0 0.14
"9058" "Kamen Rider Ryuki" "PS" "2002" "Action" 0 0 0.13 0.01 0.14
"9061" "FIFA Soccer 2005" "GC" "2004" "Sports" 0.11 0.03 0 0 0.14
"9069" "Jonny Moseley Mad Trix" "PS2" "2001" "Sports" 0.07 0.05 0 0.02 0.14
"9076" "Terminator 3: Rise of the Machines" "XB" "2003" "Action" 0.11 0.03 0 0.01 0.14
"9078" "SSX On Tour" "XB" "2005" "Sports" 0.11 0.03 0 0.01 0.14
"9079" "NCAA College Basketball 2K3" "XB" "2002" "Sports" 0.11 0.03 0 0.01 0.14
"9089" "Mary-Kate and Ashley: Winners Circle" "PS" "2001" "Action" 0.08 0.05 0 0.01 0.14
"9100" "Gretzky NHL 06" "PSP" "2005" "Sports" 0.13 0 0 0.01 0.14
"9103" "NFL Blitz 20-03" "XB" "2002" "Sports" 0.11 0.03 0 0.01 0.14
"9106" "Fur Fighters: Viggo's Revenge" "PS2" "2001" "Action" 0.07 0.05 0 0.02 0.14
"9111" "Zapper: One Wicked Cricket!" "GBA" "2002" "Platform" 0.1 0.04 0 0 0.14
"9116" "Scooby-Doo! Night of 100 Frights" "XB" "2003" "Platform" 0.11 0.03 0 0.01 0.14
"9121" "Sphinx and the Cursed Mummy" "GC" "2003" "Action" 0.11 0.03 0 0 0.14
"9129" "World Tour Soccer 2003" "PS2" "2002" "Sports" 0.07 0.05 0 0.02 0.14
"9135" "Spyro: A Hero's Tail" "XB" "2004" "Platform" 0.11 0.03 0 0.01 0.14
"9141" "Gretzky NHL 06" "PS2" "2005" "Sports" 0.07 0.05 0 0.02 0.14
"9147" "NBA ShootOut 2002" "PS" "2001" "Sports" 0.08 0.05 0 0.01 0.14
"9174" "Robots" "DS" "2005" "Action" 0.12 0.01 0 0.01 0.14
"9175" "Gyakuten Saiban 2" "GBA" "2002" "Action" 0 0 0.14 0 0.14
"9181" "Jim Henson's the Muppets: On With the Show!" "GBA" "2003" "Action" 0.1 0.04 0 0 0.14
"9187" "Tim Burton's The Nightmare Before Christmas: The Pumpkin King" "GBA" "2005" "Platform" 0.1 0.04 0 0 0.14
"9188" "Power Pro Kun Pocket 8" "DS" "2005" "Sports" 0 0 0.14 0 0.14
"9193" "Dino Crisis 3" "XB" "2003" "Action" 0.08 0.03 0.03 0 0.14
"9196" "NFL Blitz 20-03" "GC" "2002" "Sports" 0.11 0.03 0 0 0.14
"9203" "Barbie Explorer" "PS" "2001" "Platform" 0.08 0.05 0 0.01 0.14
"9205" "Disney's Chicken Little" "XB" "2005" "Platform" 0.1 0.03 0 0 0.14
"9218" "Star Wars: Jedi Power Battles" "GBA" "2002" "Action" 0.1 0.04 0 0 0.14
"9229" "Yu-Gi-Oh! Nightmare Troubadour (JP sales)" "DS" "2005" "Action" 0 0.04 0.1 0 0.14
"9234" "FIFA 06 Soccer" "GC" "2005" "Sports" 0.11 0.03 0 0 0.14
"9267" "Fear Factor: Unleashed" "GBA" "2004" "Action" 0.1 0.04 0 0 0.14
"9287" "UEFA Euro 2004: Portugal" "PS2" "2004" "Sports" 0.07 0.05 0 0.02 0.14
"9292" "NBA Jam" "XB" "2003" "Sports" 0.1 0.03 0 0 0.14
"9294" "World Tour Soccer 2002" "PS2" "2001" "Sports" 0.07 0.05 0 0.02 0.14
"9300" "Tomb Raider: The Prophecy" "GBA" "2002" "Action" 0.1 0.04 0 0 0.14
"9309" "Mary-Kate and Ashley: Crush Course" "PS" "2001" "Action" 0.08 0.05 0 0.01 0.14
"9316" "Tiger Woods PGA Tour 2005" "GC" "2004" "Sports" 0.1 0.03 0 0 0.14
"9320" "Salt Lake 2002" "PS2" "2002" "Sports" 0.07 0.05 0 0.02 0.14
"9321" "ESPN MLB Baseball" "XB" "2004" "Sports" 0.1 0.03 0 0 0.14
"9334" "Backyard Soccer" "PS" "2001" "Sports" 0.07 0.05 0 0.01 0.13
"9340" "Castlevania Chronicles" "PS" "2001" "Platform" 0.07 0.05 0 0.01 0.13
"9345" "Bratz" "GBA" "2002" "Platform" 0.1 0.04 0 0 0.13
"9347" "King Arthur" "PS2" "2004" "Action" 0.07 0.05 0 0.02 0.13
"9352" "Blade II" "XB" "2002" "Action" 0.1 0.03 0 0 0.13
"9354" "Baseball Advance" "GBA" "2002" "Sports" 0.1 0.04 0 0 0.13
"9368" "Tak 2: The Staff of Dreams" "XB" "2004" "Platform" 0.1 0.03 0 0 0.13
"9375" "Peter Jackson's King Kong: The Official Game of the Movie" "DS" "2005" "Action" 0.12 0 0 0.01 0.13
"9389" "Disney's Kim Possible: Kimmunicator" "DS" "2005" "Platform" 0.11 0.01 0 0.01 0.13
"9391" "Rogue Ops" "XB" "2003" "Action" 0.1 0.03 0 0 0.13
"9392" "NBA Hoopz" "PS" "2001" "Sports" 0.07 0.05 0 0.01 0.13
"9398" "Army Men: Green Rogue" "PS2" "2001" "Action" 0.06 0.05 0 0.02 0.13
"9403" "Superman: The Man of Steel" "XB" "2002" "Action" 0.1 0.03 0 0 0.13
"9408" "NHL 2003" "GC" "2002" "Sports" 0.1 0.03 0 0 0.13
"9423" "Winning Post 5" "PS2" "2001" "Sports" 0 0 0.13 0 0.13
"9427" "Frogger Beyond" "GC" "2002" "Platform" 0.1 0.03 0 0 0.13
"9436" "Disney's Winnie the Pooh's Rumbly Tumbly Adventure" "GBA" "2005" "Platform" 0.09 0.03 0 0 0.13
"9456" "Mission: Impossible - Operation Surma" "XB" "2003" "Platform" 0.1 0.03 0 0 0.13
"9465" "Mega Man Anniversary Collection" "XB" "2005" "Platform" 0.1 0.03 0 0 0.13
"9499" "NightCaster" "XB" "2002" "Action" 0.1 0.03 0 0 0.13
"9502" "Hitman 2: Silent Assassin" "GC" "2003" "Action" 0.1 0.03 0 0 0.13
"9506" "Ape Escape 3" "PS2" "2005" "Platform" 0.06 0.05 0 0.02 0.13
"9508" "Crouching Tiger, Hidden Dragon" "PS2" "2003" "Action" 0.06 0.05 0 0.02 0.13
"9525" "Otogi: Myth of Demons" "XB" "2002" "Action" 0.08 0.02 0.03 0 0.13
"9549" "Ty the Tasmanian Tiger 2: Bush Rescue" "GBA" "2004" "Platform" 0.09 0.03 0 0 0.13
"9551" "Teenage Mutant Ninja Turtles 2: Battle Nexus" "XB" "2004" "Action" 0.1 0.03 0 0 0.13
"9553" "Backyard Baseball" "GC" "2003" "Sports" 0.1 0.03 0 0 0.13
"9563" "All-Star Baseball 2004" "XB" "2003" "Sports" 0.1 0.03 0 0 0.13
"9567" "Portal Runner" "PS2" "2001" "Platform" 0.06 0.05 0 0.02 0.13
"9572" "Disney's Winnie the Pooh's Rumbly Tumbly Adventure" "PS2" "2005" "Platform" 0.06 0.05 0 0.02 0.13
"9576" "Spartan: Total Warrior" "XB" "2005" "Action" 0.1 0.03 0 0 0.13
"9580" "Zapper: One Wicked Cricket!" "GC" "2002" "Platform" 0.1 0.03 0 0 0.13
"9585" "Advent Rising" "XB" "2005" "Action" 0.1 0.03 0 0 0.13
"9589" "Derby Stallion Advance" "GBA" "2002" "Sports" 0 0 0.12 0 0.13
"9610" "Kelly Slater's Pro Surfer" "GBA" "2002" "Sports" 0.09 0.03 0 0 0.13
