Nombre,Plataforma,Fecha,Genero,VentasEEUU,VentasEU,VentasJP,VentasOtros,Ventas
Disney's Home on the Range,GBA,2004,Action,0.12,0.04,0.0,0.0,0.17
Gallop Racer 2001,PS2,2001,Sports,0.05,0.04,0.06,0.01,0.17
Catwoman,PS2,2004,Action,0.08,0.06,0.0,0.02,0.17
Beat Down: Fists of Vengeance,PS2,2005,Action,0.04,0.03,0.09,0.01,0.17
SSX On Tour,GC,2005,Sports,0.13,0.03,0.0,0.0,0.17
Shrek Extra Large,GC,2002,Platform,0.13,0.03,0.0,0.0,0.17
World Tour Soccer 2006,PS2,2004,Sports,0.08,0.06,0.0,0.02,0.17
State of Emergency,XB,2003,Action,0.13,0.04,0.0,0.01,0.17
Disney Golf,PS2,2002,Sports,0.07,0.06,0.02,0.02,0.17
Mega Man Network Transmission,GC,2003,Platform,0.13,0.03,0.0,0.0,0.17
Gauntlet: Dark Legacy,XB,2002,Action,0.13,0.04,0.0,0.01,0.17
Spyro: Shadow Legacy,DS,2005,Action,0.14,0.01,0.0,0.01,0.17
Taz Wanted,PS2,2002,Platform,0.08,0.06,0.0,0.02,0.16
World Tour Soccer 2005,PS2,2004,Sports,0.08,0.06,0.0,0.02,0.16
ESPN College Hoops,PS2,2003,Sports,0.08,0.06,0.0,0.02,0.16
True Swing Golf,DS,2005,Sports,0.11,0.0,0.04,0.01,0.16
Zapper: One Wicked Cricket!,PS2,2002,Platform,0.08,0.06,0.0,0.02,0.16
Tom and Jerry: Infurnal Escape,GBA,2003,Action,0.12,0.04,0.0,0.0,0.16
Let's Ride: Sunshine Stables,GBA,2005,Sports,0.12,0.04,0.0,0.0,0.16
Dr. Muto,PS2,2002,Platform,0.08,0.06,0.0,0.02,0.16
Fatal Frame II: Crimson Butterfly,PS2,2003,Action,0.08,0.06,0.0,0.02,0.16
Dynasty Warriors 4,XB,2003,Action,0.12,0.03,0.0,0.01,0.16
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003,Sports,0.08,0.06,0.0,0.02,0.16
The Incredibles: Rise of the Underminer,GC,2005,Action,0.12,0.03,0.0,0.0,0.16
Robots,GC,2005,Action,0.12,0.03,0.0,0.0,0.16
The Wild Thornberrys: Chimp Chase,GBA,2001,Action,0.11,0.04,0.0,0.0,0.16
The Powerpuff Girls: Chemical X-Traction,N64,2001,Action,0.13,0.03,0.0,0.0,0.16
Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001,Sports,0.0,0.0,0.12,0.04,0.16
Rapala Pro Fishing,XB,2004,Sports,0.12,0.03,0.0,0.01,0.16
Amped 3,X360,2005,Sports,0.13,0.02,0.0,0.01,0.16
Power Rangers Double Pack,GBA,2005,Action,0.11,0.04,0.0,0.0,0.16
Tiger Woods PGA Tour 2004,GC,2003,Sports,0.12,0.03,0.0,0.0,0.16
NBA 2K3,GC,2002,Sports,0.12,0.03,0.0,0.0,0.16
NHL 2005,XB,2004,Sports,0.12,0.03,0.0,0.01,0.16
Ultimate Spider-Man,DS,2005,Action,0.14,0.0,0.0,0.01,0.16
He-Man: Power of Grayskull,GBA,2002,Action,0.11,0.04,0.0,0.0,0.16
Mat Hoffman's Pro BMX 2,GBA,2002,Sports,0.11,0.04,0.0,0.0,0.16
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,0.11,0.02,0.01,0.01,0.15
Blinx 2: Masters of Time & Space,XB,2004,Platform,0.12,0.03,0.0,0.01,0.15
Tak: The Great Juju Challenge,GC,2005,Platform,0.12,0.03,0.0,0.0,0.15
Knockout Kings 2003,GC,2002,Sports,0.12,0.03,0.0,0.0,0.15
NCAA Football 2004,GC,2003,Sports,0.12,0.03,0.0,0.0,0.15
The Terminator: Dawn of Fate,XB,2002,Action,0.11,0.03,0.0,0.01,0.15
Scooby-Doo! Unmasked,GC,2005,Platform,0.12,0.03,0.0,0.0,0.15
Frogger's Adventures: The Rescue,GC,2003,Platform,0.12,0.03,0.0,0.0,0.15
The Incredibles: Rise of the Underminer,DS,2005,Action,0.13,0.01,0.0,0.01,0.15
Prince of Persia: The Sands of Time,GBA,2003,Action,0.11,0.04,0.0,0.0,0.15
Zoids: Battle Legends,GC,2003,Action,0.12,0.03,0.0,0.0,0.15
World Series Baseball 2K3,XB,2003,Sports,0.11,0.03,0.0,0.01,0.15
Killer7,GC,2005,Action,0.12,0.03,0.0,0.0,0.15
FIFA Soccer 2002,PS,2001,Sports,0.08,0.06,0.0,0.01,0.15
NBA ShootOut 2001,PS2,2001,Sports,0.07,0.06,0.0,0.02,0.15
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,0.11,0.04,0.0,0.0,0.15
Derby Stallion 64,N64,2001,Sports,0.0,0.0,0.15,0.0,0.15
All-Star Baseball 2003,GC,2002,Sports,0.12,0.03,0.0,0.0,0.15
All-Star Baseball 2003,GBA,2002,Sports,0.11,0.04,0.0,0.0,0.15
Scooby-Doo! Mystery Mayhem,XB,2004,Action,0.11,0.03,0.0,0.01,0.15
The Incredible Hulk: Ultimate Destruction,GC,2005,Action,0.11,0.03,0.0,0.0,0.15
Prince of Persia: The Two Thrones,GC,2005,Action,0.11,0.03,0.0,0.0,0.15
Pac-Man World 3,XB,2005,Platform,0.11,0.04,0.0,0.01,0.15
Batman Begins,GC,2005,Action,0.11,0.03,0.0,0.0,0.15
Crash: Twinsanity,XB,2004,Platform,0.11,0.03,0.0,0.01,0.15
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005,Action,0.15,0.0,0.0,0.0,0.15
Power Pro Kun Pocket 1+2,GBA,2004,Sports,0.0,0.0,0.14,0.0,0.15
BMX XXX,PS2,2002,Sports,0.07,0.06,0.0,0.02,0.15
Tiger Woods PGA Tour,DS,2004,Sports,0.13,0.0,0.0,0.01,0.15
Elf: The Movie,GBA,2004,Action,0.1,0.04,0.0,0.0,0.15
MLB SlugFest 20-03,GC,2002,Sports,0.11,0.03,0.0,0.0,0.15
Grabbed by the Ghoulies,XB,2003,Action,0.11,0.03,0.0,0.01,0.14
Tennis no Oji-Sama: Aim at The Victory!,GBA,2002,Sports,0.0,0.0,0.14,0.0,0.14
Rayman 3,GBA,2003,Platform,0.1,0.04,0.0,0.0,0.14
Fatal Frame,PS2,2001,Action,0.07,0.06,0.0,0.02,0.14
Casper: Spirit Dimensions,PS2,2001,Platform,0.07,0.05,0.0,0.02,0.14
Klonoa: Empire of Dreams,GBA,2001,Platform,0.1,0.04,0.0,0.0,0.14
Kamen Rider Ryuki,PS,2002,Action,0.0,0.0,0.13,0.01,0.14
FIFA Soccer 2005,GC,2004,Sports,0.11,0.03,0.0,0.0,0.14
Jonny Moseley Mad Trix,PS2,2001,Sports,0.07,0.05,0.0,0.02,0.14
Terminator 3: Rise of the Machines,XB,2003,Action,0.11,0.03,0.0,0.01,0.14
SSX On Tour,XB,2005,Sports,0.11,0.03,0.0,0.01,0.14
NCAA College Basketball 2K3,XB,2002,Sports,0.11,0.03,0.0,0.01,0.14
Mary-Kate and Ashley: Winners Circle,PS,2001,Action,0.08,0.05,0.0,0.01,0.14
Gretzky NHL 06,PSP,2005,Sports,0.13,0.0,0.0,0.01,0.14
NFL Blitz 20-03,XB,2002,Sports,0.11,0.03,0.0,0.01,0.14
Fur Fighters: Viggo's Revenge,PS2,2001,Action,0.07,0.05,0.0,0.02,0.14
Zapper: One Wicked Cricket!,GBA,2002,Platform,0.1,0.04,0.0,0.0,0.14
Scooby-Doo! Night of 100 Frights,XB,2003,Platform,0.11,0.03,0.0,0.01,0.14
Sphinx and the Cursed Mummy,GC,2003,Action,0.11,0.03,0.0,0.0,0.14
World Tour Soccer 2003,PS2,2002,Sports,0.07,0.05,0.0,0.02,0.14
Spyro: A Hero's Tail,XB,2004,Platform,0.11,0.03,0.0,0.01,0.14
Gretzky NHL 06,PS2,2005,Sports,0.07,0.05,0.0,0.02,0.14
NBA ShootOut 2002,PS,2001,Sports,0.08,0.05,0.0,0.01,0.14
Robots,DS,2005,Action,0.12,0.01,0.0,0.01,0.14
Gyakuten Saiban 2,GBA,2002,Action,0.0,0.0,0.14,0.0,0.14
Jim Henson's the Muppets: On With the Show!,GBA,2003,Action,0.1,0.04,0.0,0.0,0.14
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005,Platform,0.1,0.04,0.0,0.0,0.14
Power Pro Kun Pocket 8,DS,2005,Sports,0.0,0.0,0.14,0.0,0.14
Dino Crisis 3,XB,2003,Action,0.08,0.03,0.03,0.0,0.14
NFL Blitz 20-03,GC,2002,Sports,0.11,0.03,0.0,0.0,0.14
Barbie Explorer,PS,2001,Platform,0.08,0.05,0.0,0.01,0.14
Disney's Chicken Little,XB,2005,Platform,0.1,0.03,0.0,0.0,0.14
Star Wars: Jedi Power Battles,GBA,2002,Action,0.1,0.04,0.0,0.0,0.14
Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,0.0,0.04,0.1,0.0,0.14
FIFA 06 Soccer,GC,2005,Sports,0.11,0.03,0.0,0.0,0.14
Fear Factor: Unleashed,GBA,2004,Action,0.1,0.04,0.0,0.0,0.14
UEFA Euro 2004: Portugal,PS2,2004,Sports,0.07,0.05,0.0,0.02,0.14
NBA Jam,XB,2003,Sports,0.1,0.03,0.0,0.0,0.14
World Tour Soccer 2002,PS2,2001,Sports,0.07,0.05,0.0,0.02,0.14
Tomb Raider: The Prophecy,GBA,2002,Action,0.1,0.04,0.0,0.0,0.14
Mary-Kate and Ashley: Crush Course,PS,2001,Action,0.08,0.05,0.0,0.01,0.14
Tiger Woods PGA Tour 2005,GC,2004,Sports,0.1,0.03,0.0,0.0,0.14
Salt Lake 2002,PS2,2002,Sports,0.07,0.05,0.0,0.02,0.14
ESPN MLB Baseball,XB,2004,Sports,0.1,0.03,0.0,0.0,0.14
Backyard Soccer,PS,2001,Sports,0.07,0.05,0.0,0.01,0.13
Castlevania Chronicles,PS,2001,Platform,0.07,0.05,0.0,0.01,0.13
Bratz,GBA,2002,Platform,0.1,0.04,0.0,0.0,0.13
King Arthur,PS2,2004,Action,0.07,0.05,0.0,0.02,0.13
Blade II,XB,2002,Action,0.1,0.03,0.0,0.0,0.13
Baseball Advance,GBA,2002,Sports,0.1,0.04,0.0,0.0,0.13
Tak 2: The Staff of Dreams,XB,2004,Platform,0.1,0.03,0.0,0.0,0.13
Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,0.12,0.0,0.0,0.01,0.13
Disney's Kim Possible: Kimmunicator,DS,2005,Platform,0.11,0.01,0.0,0.01,0.13
Rogue Ops,XB,2003,Action,0.1,0.03,0.0,0.0,0.13
NBA Hoopz,PS,2001,Sports,0.07,0.05,0.0,0.01,0.13
Army Men: Green Rogue,PS2,2001,Action,0.06,0.05,0.0,0.02,0.13
Superman: The Man of Steel,XB,2002,Action,0.1,0.03,0.0,0.0,0.13
NHL 2003,GC,2002,Sports,0.1,0.03,0.0,0.0,0.13
Winning Post 5,PS2,2001,Sports,0.0,0.0,0.13,0.0,0.13
Frogger Beyond,GC,2002,Platform,0.1,0.03,0.0,0.0,0.13
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Platform,0.09,0.03,0.0,0.0,0.13
Mission: Impossible - Operation Surma,XB,2003,Platform,0.1,0.03,0.0,0.0,0.13
Mega Man Anniversary Collection,XB,2005,Platform,0.1,0.03,0.0,0.0,0.13
NightCaster,XB,2002,Action,0.1,0.03,0.0,0.0,0.13
Hitman 2: Silent Assassin,GC,2003,Action,0.1,0.03,0.0,0.0,0.13
Ape Escape 3,PS2,2005,Platform,0.06,0.05,0.0,0.02,0.13
"Crouching Tiger, Hidden Dragon",PS2,2003,Action,0.06,0.05,0.0,0.02,0.13
Otogi: Myth of Demons,XB,2002,Action,0.08,0.02,0.03,0.0,0.13
Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,0.09,0.03,0.0,0.0,0.13
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,0.1,0.03,0.0,0.0,0.13
Backyard Baseball,GC,2003,Sports,0.1,0.03,0.0,0.0,0.13
All-Star Baseball 2004,XB,2003,Sports,0.1,0.03,0.0,0.0,0.13
Portal Runner,PS2,2001,Platform,0.06,0.05,0.0,0.02,0.13
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,0.06,0.05,0.0,0.02,0.13
Spartan: Total Warrior,XB,2005,Action,0.1,0.03,0.0,0.0,0.13
Zapper: One Wicked Cricket!,GC,2002,Platform,0.1,0.03,0.0,0.0,0.13
Advent Rising,XB,2005,Action,0.1,0.03,0.0,0.0,0.13
Derby Stallion Advance,GBA,2002,Sports,0.0,0.0,0.12,0.0,0.13
Kelly Slater's Pro Surfer,GBA,2002,Sports,0.09,0.03,0.0,0.0,0.13
Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,0.06,0.05,0.0,0.02,0.13
World Soccer Winning Eleven 2002,PS,2002,Sports,0.0,0.0,0.12,0.01,0.13
Disney's Atlantis: The Lost Empire,GBA,2001,Platform,0.09,0.03,0.0,0.0,0.12
Galidor: Defenders of the Outer Dimension,GBA,2002,Action,0.09,0.03,0.0,0.0,0.12
NHL 2002,GBA,2002,Sports,0.09,0.03,0.0,0.0,0.12
Disney's PK: Out of the Shadows,PS2,2002,Platform,0.06,0.05,0.0,0.02,0.12
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,0.09,0.03,0.0,0.0,0.12
Madden NFL 06,DS,2005,Sports,0.11,0.0,0.0,0.01,0.12
Voodoo Vince,XB,2003,Platform,0.09,0.03,0.0,0.0,0.12
SSX 3,GBA,2003,Sports,0.09,0.03,0.0,0.0,0.12
Looney Tunes: Sheep Raider,PS,2001,Platform,0.07,0.05,0.0,0.01,0.12
X2: Wolverine's Revenge,GC,2003,Platform,0.09,0.02,0.0,0.0,0.12
Sega Soccer Slam,PS2,2002,Sports,0.06,0.05,0.0,0.02,0.12
Gladiator: Sword of Vengeance,PS2,2003,Action,0.06,0.05,0.0,0.02,0.12
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Sports,0.0,0.0,0.12,0.0,0.12
"Ed, Edd n Eddy: The Mis-Edventures",GBA,2005,Platform,0.08,0.03,0.0,0.0,0.12
Disney's Extreme Skate Adventure,GC,2003,Sports,0.09,0.02,0.0,0.0,0.12
NBA 2K2,GC,2002,Sports,0.09,0.02,0.0,0.0,0.12
Psychonauts,XB,2005,Platform,0.09,0.03,0.0,0.0,0.12
MLB Inside Pitch 2003,XB,2003,Sports,0.09,0.03,0.0,0.0,0.12
Jikkyou Powerful Pro Yakyuu 9,GC,2002,Sports,0.0,0.0,0.11,0.0,0.12
Castlevania: Curse of Darkness,XB,2005,Action,0.09,0.03,0.0,0.0,0.12
Nightshade,PS2,2003,Action,0.06,0.04,0.0,0.01,0.12
Buffy the Vampire Slayer: Chaos Bleeds,XB,2003,Action,0.09,0.03,0.0,0.0,0.12
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,0.09,0.02,0.0,0.0,0.12
NHL 2K3,XB,2002,Sports,0.09,0.02,0.0,0.0,0.12
FIFA Soccer,PSP,2005,Sports,0.11,0.0,0.0,0.01,0.12
Sphinx and the Cursed Mummy,XB,2003,Action,0.09,0.02,0.0,0.0,0.12
Cabela's Deer Hunt 2005 Season,XB,2004,Sports,0.09,0.02,0.0,0.0,0.11
Pac 'n Roll,DS,2005,Platform,0.09,0.0,0.02,0.01,0.11
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2005,Sports,0.0,0.0,0.11,0.0,0.11
ToeJam & Earl III: Mission to Earth,XB,2002,Action,0.09,0.02,0.0,0.0,0.11
LEGO Knights' Kingdom,GBA,2004,Action,0.08,0.03,0.0,0.0,0.11
NBA Jam 2002,GBA,2002,Sports,0.08,0.03,0.0,0.0,0.11
FIFA Soccer 06,PSP,2005,Sports,0.1,0.01,0.0,0.01,0.11
World Championship Rugby,PS2,2004,Sports,0.06,0.04,0.0,0.01,0.11
Phantom Dust,XB,2004,Action,0.08,0.02,0.0,0.0,0.11
Stubbs the Zombie in Rebel Without a Pulse,XB,2005,Action,0.08,0.02,0.0,0.0,0.11
Batman: Dark Tomorrow,XB,2003,Action,0.08,0.02,0.0,0.0,0.11
Batman: Rise of Sin Tzu,XB,2003,Action,0.08,0.02,0.0,0.0,0.11
Spy vs Spy,XB,2005,Action,0.08,0.02,0.0,0.0,0.11
Cold Fear,PS2,2005,Action,0.06,0.04,0.0,0.01,0.11
NHL Hitz 20-03,XB,2002,Sports,0.08,0.02,0.0,0.0,0.11
J-League Winning Eleven 9: Asia Championship,PS2,2005,Sports,0.0,0.0,0.11,0.0,0.11
Sabrina The Teenage Witch: Potion Commotion,GBA,2002,Action,0.08,0.03,0.0,0.0,0.11
Home Run King,GC,2002,Sports,0.09,0.02,0.0,0.0,0.11
Disney's Peter Pan: Return to Never Land,GBA,2002,Platform,0.08,0.03,0.0,0.0,0.11
The Fairly Odd Parents: Breakin Da Rules,XB,2003,Platform,0.08,0.02,0.0,0.0,0.11
ESPN NHL Hockey,XB,2003,Sports,0.08,0.02,0.0,0.0,0.11
XXX,GBA,2002,Action,0.08,0.03,0.0,0.0,0.11
Project: Snowblind,XB,2005,Action,0.08,0.02,0.0,0.0,0.11
Disney's Extreme Skate Adventure,XB,2003,Sports,0.08,0.02,0.0,0.0,0.11
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2003,Action,0.09,0.02,0.0,0.0,0.11
Pac-Man World 2,GBA,2005,Action,0.08,0.03,0.0,0.0,0.11
Top Angler: Real Bass Fishing,PS2,2002,Sports,0.05,0.04,0.0,0.01,0.11
Frogger: Helmet Chaos,PSP,2005,Platform,0.1,0.0,0.0,0.01,0.11
Alias,PS2,2004,Action,0.05,0.04,0.0,0.01,0.11
Outlaw Golf: Nine Holes of Christmas,XB,2002,Sports,0.08,0.02,0.0,0.0,0.11
NHL Rivals 2004,XB,2003,Sports,0.08,0.02,0.0,0.0,0.11
The Scorpion King: Rise of the Akkadian,GC,2002,Action,0.08,0.02,0.0,0.0,0.11
Constantine,PS2,2005,Action,0.05,0.04,0.0,0.01,0.11
Real World Golf,PS2,2005,Sports,0.05,0.04,0.0,0.01,0.11
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,0.08,0.02,0.0,0.0,0.11
BMX XXX,XB,2002,Sports,0.08,0.02,0.0,0.0,0.11
Lady Sia,GBA,2001,Platform,0.08,0.03,0.0,0.0,0.11
Rengoku: The Tower of Purgatory,PSP,2005,Action,0.1,0.0,0.0,0.01,0.11
Dynasty Warriors Advance,GBA,2005,Action,0.08,0.03,0.0,0.0,0.11
Viewtiful Joe: Double Trouble!,DS,2005,Action,0.08,0.0,0.01,0.01,0.11
Mega Man Zero 4,GBA,2005,Platform,0.08,0.03,0.0,0.0,0.11
Tiger Woods PGA Tour 06,GC,2005,Sports,0.08,0.02,0.0,0.0,0.11
Cabela's Dangerous Hunts 2,XB,2005,Sports,0.08,0.02,0.0,0.0,0.11
Power Pocket Koushien,DS,2005,Sports,0.0,0.0,0.1,0.0,0.1
Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,0.05,0.04,0.0,0.01,0.1
Top Spin,PS2,2005,Sports,0.05,0.04,0.0,0.01,0.1
Jikkyou Powerful Pro Yakyuu 10,GC,2003,Sports,0.0,0.0,0.1,0.0,0.1
Vexx,XB,2003,Platform,0.08,0.02,0.0,0.0,0.1
Pariah,XB,2005,Action,0.08,0.02,0.0,0.0,0.1
Cabela's Outdoor Adventures,XB,2005,Sports,0.08,0.02,0.0,0.0,0.1
Gallop Racer 2006,PS2,2005,Sports,0.02,0.02,0.06,0.01,0.1
Frogger: Ancient Shadow,PS2,2005,Platform,0.05,0.04,0.0,0.01,0.1
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,0.08,0.02,0.0,0.0,0.1
Gretzky NHL,PSP,2005,Sports,0.1,0.0,0.0,0.01,0.1
Syberia,XB,2003,Action,0.08,0.02,0.0,0.0,0.1
G1 Jockey 3,PS2,2002,Sports,0.02,0.01,0.07,0.0,0.1
Death By Degrees,PS2,2005,Action,0.05,0.04,0.0,0.01,0.1
FIFA Street,XB,2005,Sports,0.08,0.02,0.0,0.0,0.1
Hunter: The Reckoning,GC,2002,Action,0.08,0.02,0.0,0.0,0.1
Dark Summit,XB,2001,Sports,0.08,0.02,0.0,0.0,0.1
NHL 2004,GC,2003,Sports,0.08,0.02,0.0,0.0,0.1
Minority Report: Everybody Runs,GC,2002,Action,0.08,0.02,0.0,0.0,0.1
Disney's The Haunted Mansion,GC,2003,Platform,0.08,0.02,0.0,0.0,0.1
Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,0.08,0.02,0.0,0.0,0.1
Van Helsing,GBA,2004,Action,0.07,0.03,0.0,0.0,0.1
Kelly Slater's Pro Surfer,XB,2002,Sports,0.08,0.02,0.0,0.0,0.1
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,0.05,0.04,0.0,0.01,0.1
Disney's The Jungle Book,GBA,2002,Platform,0.07,0.03,0.0,0.0,0.1
Army Men World War: Team Assault,PS,2001,Action,0.06,0.04,0.0,0.01,0.1
Tom Clancy's Splinter Cell,GBA,2003,Action,0.07,0.03,0.0,0.0,0.1
NHL 2K6,X360,2005,Sports,0.09,0.0,0.0,0.01,0.1
Evil Dead: Fistfull of Boomstick,XB,2003,Action,0.07,0.02,0.0,0.0,0.1
College Hoops 2K6,XB,2005,Sports,0.07,0.02,0.0,0.0,0.1
Predator: Concrete Jungle,XB,2005,Action,0.07,0.02,0.0,0.0,0.1
Piglet's Big Game,PS2,2003,Platform,0.05,0.04,0.0,0.01,0.1
Project FIFA World Cup,PS2,2002,Sports,0.0,0.0,0.1,0.0,0.1
Rocky: Legends,XB,2004,Action,0.07,0.02,0.0,0.0,0.1
EyeToy: Operation Spy,PS2,2005,Action,0.05,0.04,0.0,0.01,0.1
Famicom Mini: Mappy,GBA,2004,Platform,0.0,0.0,0.09,0.0,0.1
Jikkyou Powerful Pro Yakyuu 11,GC,2004,Sports,0.0,0.0,0.09,0.0,0.1
Minority Report: Everybody Runs,XB,2002,Action,0.07,0.02,0.0,0.0,0.1
Winning Post 6,PS2,2003,Sports,0.0,0.0,0.09,0.0,0.09
Pac-Man World 3,GC,2005,Platform,0.07,0.02,0.0,0.0,0.09
NFL Blitz 20-02,XB,2002,Sports,0.07,0.02,0.0,0.0,0.09
Robots,XB,2005,Action,0.07,0.02,0.0,0.0,0.09
Altered Beast: Guardian of the Realms,GBA,2002,Action,0.07,0.02,0.0,0.0,0.09
Scaler,PS2,2004,Platform,0.05,0.04,0.0,0.01,0.09
MLB SlugFest 20-04,XB,2003,Sports,0.07,0.02,0.0,0.0,0.09
Barbie and the Magic of Pegasus,GBA,2005,Action,0.07,0.02,0.0,0.0,0.09
Psychonauts,PS2,2005,Platform,0.05,0.04,0.0,0.01,0.09
World Stadium 5,PS,2001,Sports,0.0,0.0,0.09,0.01,0.09
Scooby-Doo! Unmasked,DS,2005,Platform,0.07,0.02,0.0,0.01,0.09
Ribbit King,PS2,2003,Sports,0.05,0.04,0.0,0.01,0.09
Ninja Gaiden Black,XB,2005,Action,0.07,0.02,0.0,0.0,0.09
The Revenge of Shinobi,GBA,2002,Platform,0.07,0.02,0.0,0.0,0.09
Cabela's Big Game Hunter,GBA,2002,Sports,0.07,0.02,0.0,0.0,0.09
I-Ninja,GC,2003,Platform,0.07,0.02,0.0,0.0,0.09
Yourself Fitness,XB,2004,Sports,0.07,0.02,0.0,0.0,0.09
Tak: The Great Juju Challenge,DS,2005,Platform,0.09,0.0,0.0,0.01,0.09
Shrek SuperSlam,XB,2005,Action,0.07,0.02,0.0,0.0,0.09
New Legends,XB,2002,Action,0.07,0.02,0.0,0.0,0.09
Island Xtreme Stunts,PS2,2002,Action,0.04,0.03,0.0,0.01,0.09
Agassi Tennis Generation,PS2,2003,Sports,0.04,0.03,0.0,0.01,0.09
Disney's The Haunted Mansion,XB,2003,Platform,0.07,0.02,0.0,0.0,0.09
Project Eden,PS2,2001,Action,0.04,0.03,0.0,0.01,0.09
Ghosthunter,PS2,2003,Action,0.04,0.03,0.0,0.01,0.09
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,2002,Sports,0.0,0.0,0.09,0.0,0.09
Astro Boy: Omega Factor,GBA,2003,Action,0.06,0.02,0.0,0.0,0.09
Rugby 2005,PS2,2005,Sports,0.04,0.03,0.0,0.01,0.09
2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005,Platform,0.06,0.02,0.0,0.0,0.09
Mystic Heroes,GC,2002,Action,0.03,0.01,0.04,0.0,0.09
Captain Tsubasa: Aratanaru Densetsu Joshou,PS,2002,Sports,0.0,0.0,0.08,0.01,0.09
Transworld Snowboarding,XB,2002,Sports,0.07,0.02,0.0,0.0,0.09
NFL Blitz 20-02,GC,2002,Sports,0.07,0.02,0.0,0.0,0.09
World Soccer Winning Eleven 8 International,XB,2004,Sports,0.07,0.02,0.0,0.0,0.09
Crimson Sea,XB,2002,Action,0.04,0.01,0.04,0.0,0.09
The Suffering: Ties That Bind,XB,2005,Action,0.07,0.02,0.0,0.0,0.09
MLB SlugFest Loaded,XB,2004,Sports,0.07,0.02,0.0,0.0,0.09
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,0.07,0.02,0.0,0.0,0.09
Bionicle,GBA,2003,Action,0.06,0.02,0.0,0.0,0.09
Fire Pro Wrestling Returns,PS2,2005,Sports,0.04,0.03,0.0,0.01,0.09
Jimmy Neutron: Boy Genius,GC,2002,Platform,0.07,0.02,0.0,0.0,0.09
Forgotten Realms: Demon Stone,XB,2004,Action,0.06,0.02,0.0,0.0,0.09
Famicom Mini: Makaimura,GBA,2004,Platform,0.0,0.0,0.08,0.0,0.09
The Incredibles: Rise of the Underminer,XB,2005,Action,0.06,0.02,0.0,0.0,0.09
Killer7,PS2,2005,Action,0.04,0.03,0.0,0.01,0.09
Astro Boy,PS2,2004,Action,0.04,0.03,0.0,0.01,0.09
Famicom Mini: Mario Bros.,GBA,2004,Platform,0.0,0.0,0.08,0.0,0.08
Rescue Heroes: Billy Blazes,GBA,2003,Action,0.06,0.02,0.0,0.0,0.08
ESPN NFL Primetime 2002,PS2,2001,Sports,0.04,0.03,0.0,0.01,0.08
Famicom Mini: Adventure Island,GBA,2004,Action,0.0,0.0,0.08,0.0,0.08
Hello Kitty: Roller Rescue,GC,2005,Action,0.06,0.02,0.0,0.0,0.08
Jikkyou Powerful Pro Yakyuu 12,GC,2005,Sports,0.0,0.0,0.08,0.0,0.08
LEGO Soccer Mania,PS2,2002,Sports,0.04,0.03,0.0,0.01,0.08
FIFA Soccer 2005,GBA,2004,Sports,0.06,0.02,0.0,0.0,0.08
NHL 06,GC,2005,Sports,0.06,0.02,0.0,0.0,0.08
Pinobee: Wings of Adventure,GBA,2001,Platform,0.06,0.02,0.0,0.0,0.08
Fatal Frame III: The Tormented,PS2,2005,Action,0.04,0.03,0.0,0.01,0.08
Seven Samurai 20XX,PS2,2004,Action,0.04,0.03,0.0,0.01,0.08
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,0.06,0.02,0.0,0.0,0.08
Swingerz Golf,GC,2002,Sports,0.06,0.02,0.0,0.0,0.08
FIFA Soccer 2003,GC,2002,Sports,0.06,0.02,0.0,0.0,0.08
Outlaw Golf,GC,2002,Sports,0.06,0.02,0.0,0.0,0.08
Tony Hawk's Pro Skater 3,N64,2002,Sports,0.06,0.02,0.0,0.0,0.08
